name,counts,GeneSymbol
NM_006256.4,21,PKN2
NM_152753.4,21,SCUBE3
NM_001939.3,21,DRP2
NM_002581.5,21,PAPPA
NM_003248.6,21,THBS4
NM_206862.4,21,TACC2
NM_001142616.3,21,EHBP1
NM_006204.4,21,PDE6C
NM_153605.4,21,CRYBG3
NM_007245.4,21,ATXN2L
NM_022045.5,21,MTBP
NM_018068.5,21,PIWIL2
NM_004320.6,21,ATP2A1
NM_001080471.3,21,PEAR1
NM_001363941.2,21,ARMC8
NM_001198956.2,21,DCAF6
NM_000222.3,20,KIT
NM_001386795.1,20,DTNA
NM_001103.4,20,ACTN2
NM_002808.5,20,PSMD2
NM_001385305.1,20,PTPRA
NM_006178.4,20,NSF
NM_001371072.1,20,USP11
NM_178150.3,20,FBH1
NM_033088.4,20,STRIP1
NM_017752.3,20,TBC1D8B
NM_006314.3,20,CNKSR1
NM_001130021.3,20,ATP6V0A1
NM_022489.4,20,INF2
NM_004535.3,20,MYT1
NM_001366318.2,20,FAM193A
NM_001377275.1,20,PER3
NM_001005361.3,20,DNM2
NM_153635.3,20,CPNE9
NM_031467.3,20,SLC4A9
NM_001098511.3,20,KIF2A
NM_022053.4,20,NXF2
NM_003628.6,20,PKP4
NM_004689.4,20,MTA1
NM_017895.8,20,DDX27
NM_152641.4,20,ARID2
NM_001205019.2,20,GK
NM_002216.3,20,ITIH2
NM_001366418.1,20,SETDB1
NM_001163629.2,20,MROH9
NM_001042424.3,20,NSD2
NM_001201338.2,20,SAFB
NM_181659.3,20,NCOA3
NM_000875.5,20,IGF1R
NM_003246.4,20,THBS1
NM_205836.3,20,FBXO38
NM_003399.6,20,XPNPEP2
NM_015569.5,20,DNM3
NM_001009999.3,20,KDM1A
NM_001278464.2,20,DNM1L
NM_153717.3,20,EVC
NM_017754.4,20,UHRF1BP1
NM_032438.4,20,L3MBTL3
NM_003592.3,20,CUL1
NM_015106.4,20,RAD54L2
NM_015015.3,20,KDM4B
NM_004990.4,20,MARS1
NM_005049.3,20,PWP2
NM_001031715.3,20,IQCH
NM_012156.2,20,EPB41L1
NM_000057.4,20,BLM
NM_014663.3,20,KDM4A
NM_032168.3,20,WDR75
NM_005186.4,20,CAPN1
NM_001129.5,20,AEBP1
NM_018989.2,20,RBM27
NM_018161.5,20,NADSYN1
NM_020338.4,20,ZMIZ1
NM_021111.3,20,RECK
NM_003940.3,20,USP13
NM_182977.3,20,NNT
NM_001198934.2,20,ABCC10
NM_182765.6,20,HECTD2
NM_015705.6,20,SGSM3
NM_002025.4,20,AFF2
NM_001039500.3,20,VWA5B1
NM_144668.6,20,CFAP251
NM_024415.3,20,DDX4
NM_001366178.1,20,ARHGAP33
NM_001039141.3,20,TRIOBP
NM_001030006.2,20,AP2B1
NM_001142782.2,20,MAGI3
NM_001377303.1,20,L3MBTL1
NM_006852.6,20,TLK2
NM_021141.4,20,XRCC5
NM_001080512.3,20,BICC1
NM_198390.3,20,CMIP
NM_032167.5,20,SNX29
NM_001365715.1,20,LRCH3
NM_001619.5,20,GRK2
NM_014859.6,20,ARHGAP44
NM_181351.5,20,NCAM1
NM_005160.4,20,GRK3
NM_018317.4,20,TBC1D19
NM_001748.5,20,CAPN2
NM_014669.5,20,NUP93
NM_020704.3,20,STRIP2
NM_012194.3,20,KIAA1549L
NM_012469.4,20,PRPF6
NM_007347.5,20,AP4E1
NM_001037954.4,20,DIXDC1
NM_001304.5,20,CPD
NM_001323087.2,20,JAKMIP3
NM_024519.4,20,RIPOR1
NM_001974.5,20,ADGRE1
NM_007184.4,20,NISCH
NM_022346.5,20,NCAPG
NM_017868.4,20,TTC12
NM_001556.3,20,IKBKB
NM_004924.6,20,ACTN4
NM_012464.5,20,TLL1
NM_015061.6,20,KDM4C
NM_019590.5,20,KIAA1217
NM_003318.5,20,TTK
NM_001104.4,20,ACTN3
NM_003286.4,20,TOP1
NM_006845.4,20,KIF2C
NM_006767.4,20,LZTR1
NM_017999.5,20,RNF31
NM_006612.6,20,KIF1C
NM_020774.4,20,MIB1
NM_014296.3,20,CAPN7
NM_001137669.2,20,RGSL1
NM_014786.4,20,ARHGEF17
NM_001129729.3,20,PLEKHG4
NM_001080517.3,20,SETD5
NM_017950.4,19,CCDC40
NM_005921.2,19,MAP3K1
NM_014937.4,19,INPP5F
NM_020458.4,19,TTC7A
NM_014652.4,19,IPO13
NM_014002.4,19,IKBKE
NM_001386298.1,19,CIC
NM_003659.4,19,AGPS
NM_002821.5,19,PTK7
NM_021913.5,19,AXL
NM_024712.5,19,ELMO3
NM_078481.4,19,ADGRE5
NM_020780.2,19,DISP3
NM_001010881.2,19,C1orf167
NM_001033566.3,19,RHOT1
NM_001267560.2,19,TJP3
NM_016111.4,19,TELO2
NM_014237.3,19,ADAM18
NM_021116.4,19,ADCY1
NM_001386936.1,19,SIPA1L1
NM_018671.5,19,UNC45A
NM_020895.5,19,GRAMD1A
NM_002862.4,19,PYGB
NM_002440.4,19,MSH4
NM_001166108.2,19,PALLD
NM_153209.4,19,KIF19
NM_005937.4,19,MLLT6
NM_173593.4,19,B4GALNT3
NM_020770.3,19,CGN
NM_012144.4,19,DNAI1
NM_012062.5,19,DNM1L
NM_178537.5,19,B4GALNT4
NM_057175.5,19,NAA15
NM_001077706.3,19,ECT2L
NM_020975.6,19,RET
NM_007327.4,19,GRIN1
NM_006083.4,19,IK
NM_001261841.2,19,TMC5
NM_013326.5,19,RMC1
NM_006129.5,19,BMP1
NM_001098536.2,19,USP5
NM_018119.4,19,POLR3E
NM_001387025.1,19,GRAMD1B
NM_001080394.4,19,SPIDR
NM_014892.5,19,SCAF8
NM_025247.6,19,ACAD10
NM_001348716.2,19,KDM6B
NM_001386814.1,19,AIFM3
NM_006157.5,19,NELL1
NM_001374828.1,19,ARID1B
NM_138363.3,19,CEP95
NM_032290.4,19,SLF1
NM_018121.4,19,SLF2
NM_005777.3,19,RBM6
NM_170665.4,19,ATP2A2
NM_001080407.3,19,GLB1L3
NM_001145030.2,19,TOPAZ1
NM_052909.5,19,PLEKHG4B
NM_000441.2,19,SLC26A4
NM_001129993.3,19,SANBR
NM_000018.4,19,ACADVL
NM_004764.5,19,PIWIL1
NM_003752.5,19,EIF3C
NM_015164.4,19,PLEKHM2
NM_005775.5,19,SORBS3
NM_001364614.2,19,KDM1B
NM_152383.5,19,DIS3L2
NM_019045.5,19,WDR44
NM_001330195.2,19,NRXN3
NM_173800.5,19,LVRN
NM_007056.3,19,CLASRP
NM_152431.3,19,PIWIL4
NM_001256627.2,19,BRSK2
NM_012463.4,19,ATP6V0A2
NM_001366385.1,19,CARD14
NM_152536.4,19,FGD5
NM_001308120.2,19,TOGARAM1
NM_203379.2,19,ACSL5
NM_001684.5,19,ATP2B4
NM_000245.4,19,MET
NM_015340.4,19,LARS2
NM_012308.3,19,KDM2A
NM_013254.4,19,TBK1
NM_001370326.1,19,ANKFN1
NM_002518.4,19,NPAS2
NM_014337.4,19,PPIL2
NM_022772.4,19,EPS8L2
NM_002606.3,19,PDE9A
NM_015326.5,19,SRGAP2
NM_015073.3,19,SIPA1L3
NM_032271.3,19,TRAF7
NM_005146.5,19,SART1
NM_006015.6,19,ARID1A
NM_001008895.4,19,CUL4A
NM_018025.3,19,GPATCH1
NM_001349206.2,19,LPIN1
NM_080751.3,19,TMC2
NM_001977.4,19,ENPEP
NM_014016.5,19,SACM1L
NM_001098672.2,19,HEPHL1
NM_001025356.3,19,ANO6
NM_006615.3,19,CAPN9
NM_007005.6,19,TLE4
NM_152299.4,19,NCAPH2
NM_138615.3,19,DHX30
NM_002197.3,19,ACO1
NM_020825.4,19,CRAMP1
NM_012381.4,19,ORC3
NM_019589.3,19,YLPM1
NM_138691.3,19,TMC1
NM_001114633.2,19,PLA2G4B
NM_017735.5,19,TTC27
NM_024561.5,19,NAA16
NM_015278.5,19,SASH1
NM_001143854.2,19,RPH3A
NM_016018.5,19,PHF20L1
NM_005899.5,19,NBR1
NM_001164211.2,19,LRCH1
NM_006218.4,19,PIK3CA
NM_003835.4,18,RGS9
NM_001367871.1,18,FBRSL1
NM_024852.4,18,AGO3
NM_020751.3,18,COG6
NM_030941.3,18,REXO5
NM_133180.3,18,EPS8L1
NM_002154.4,18,HSPA4
NM_000249.4,18,MLH1
NM_015873.4,18,VILL
NM_032133.6,18,MYCBPAP
NM_001350920.2,18,GOLGA8F
NM_001358263.1,18,HK1
NM_006133.3,18,DAGLA
NM_014771.4,18,RNF40
NM_152750.5,18,CDHR3
NM_013975.4,18,LIG3
NM_001033.5,18,RRM1
NM_001486.4,18,GCKR
NM_199280.4,18,TOGARAM2
NM_005467.4,18,NAALAD2
NM_001267052.2,18,UNC45B
NM_181787.3,18,DPY19L4
NM_020839.4,18,WDR48
NM_153460.4,18,IL17RC
NM_152295.5,18,TARS1
NM_001048205.2,18,REC8
NM_152663.5,18,RALGPS2
NM_001282472.2,18,GOLGA8J
NM_015905.3,18,TRIM24
NM_007127.3,18,VIL1
NM_015274.3,18,MAN2B2
NM_015570.4,18,AUTS2
NM_033551.3,18,LARP1
NM_006293.4,18,TYRO3
NM_006343.3,18,MERTK
NM_014431.3,18,PALD1
NM_015908.6,18,SRRT
NM_003478.6,18,CUL5
NM_000152.5,18,GAA
NM_015442.3,18,CNOT10
NM_007269.4,18,STXBP3
NM_014844.5,18,TECPR2
NM_005886.3,18,KATNB1
NM_020791.4,18,TAOK1
NM_001376013.1,18,EPB41
NM_006363.6,18,SEC23B
NM_021978.4,18,ST14
NM_005154.5,18,USP8
NM_000301.5,18,PLG
NM_001256864.2,18,DNAJC6
NM_014862.4,18,ARNT2
NM_144688.5,18,KASH5
NM_138769.3,18,RHOT2
NM_004599.4,18,SREBF2
NM_001099409.3,18,EHBP1L1
NM_001979.6,18,EPHX2
NM_015323.5,18,UFL1
NM_032387.5,18,WNK4
NM_001159944.3,18,EVI5L
NM_001128205.2,18,SULF1
NM_006019.4,18,TCIRG1
NM_001166160.2,18,PPP1R9A
NM_006947.4,18,SRP72
NM_001162529.3,18,FAM135A
NM_003383.5,18,VLDLR
NM_032578.4,18,MYPN
NM_018518.5,18,MCM10
NM_015325.3,18,ICE1
NM_019592.7,18,RNF20
NM_003743.5,18,NCOA1
NM_000085.5,18,CLCNKB
NM_004100.5,18,EYA4
NM_024844.5,18,NUP85
NM_004070.4,18,CLCNKA
NM_207037.2,18,TCF12
NM_001320537.2,18,SLC37A1
NM_001077525.3,18,MTMR14
NM_001199198.3,18,TBC1D23
NM_015173.4,18,TBC1D1
NM_001085458.2,18,CTNND1
NM_021120.4,18,DLG3
NM_000302.4,18,PLOD1
NM_014619.5,18,GRIK4
NM_025055.5,18,CCDC33
NM_015329.4,18,MAU2
NM_001385562.1,18,ARPP21
NM_006772.3,18,SYNGAP1
NM_001077365.2,18,POMT1
NM_152406.4,18,AFAP1L1
NM_053051.5,18,CNTROB
NM_173560.4,18,RFX6
NM_134269.3,18,SMTN
NM_000246.4,18,CIITA
NM_014278.4,18,HSPA4L
NM_001204077.2,18,UBE4A
NM_016343.4,18,CENPF
NM_003165.6,18,STXBP1
NM_001039469.3,18,MARK2
NM_001130965.3,18,SUN1
NM_175854.8,18,PAN3
NM_001006658.3,18,CR2
NM_006949.4,18,STXBP2
NM_014983.3,18,HMGXB3
NM_022896.3,18,LPIN3
NM_033402.5,18,LRRCC1
NM_001032221.6,18,STXBP1
NM_138402.6,18,SP140L
NM_032430.2,18,BRSK1
NM_015302.2,18,HAUS5
NM_013381.3,18,TRHDE
NM_003934.2,18,FUBP3
NM_016653.3,18,MAP3K20
NM_000859.3,18,HMGCR
NM_001370461.1,18,GLB1L2
NM_025103.4,18,IFT74
NM_001271862.2,18,PNLDC1
NM_012199.5,18,AGO1
NM_032777.10,18,ADGRA2
NM_019004.2,18,ANKIB1
NM_006504.6,18,PTPRE
NM_001297595.2,18,SIN3B
NM_014720.4,18,SLK
NM_001100121.2,18,ECE2
NM_001381902.1,18,SAGE1
NM_005108.4,18,XYLB
NM_032824.3,18,TMEM87B
NM_020207.7,18,ERCC6L2
NM_007163.4,18,SLC14A2
NM_014718.4,17,CLSTN3
NM_002835.4,17,PTPN12
NM_013374.6,17,PDCD6IP
NM_001366230.1,17,ARHGAP28
NM_138392.4,17,SHKBP1
NM_006910.5,17,RBBP6
NM_014712.3,17,SETD1A
NM_021090.4,17,MTMR3
NM_001368809.2,17,AMPD2
NM_003114.5,17,SPAG1
NM_002303.6,17,LEPR
NM_005898.5,17,CAPRIN1
NM_152327.5,17,AK7
NM_001290060.2,17,SEMA3B
NM_001290187.2,17,KRBA1
NM_178040.4,17,ERC1
NM_005109.3,17,OXSR1
NM_020066.5,17,FMN2
NM_203281.3,17,BMX
NM_003884.5,17,KAT2B
NM_032866.5,17,CGNL1
NM_001130413.4,17,SCNN1D
NM_022350.5,17,ERAP2
NM_005733.3,17,KIF20A
NM_001297671.3,17,RGL1
NM_021239.3,17,RBM25
NM_016224.5,17,SNX9
NM_000189.5,17,HK2
NM_007190.4,17,SEC23IP
NM_004973.4,17,JARID2
NM_001199172.2,17,MGAT5B
NM_006258.4,17,PRKG1
NM_170692.4,17,RASAL2
NM_025130.4,17,HKDC1
NM_014905.5,17,GLS
NM_001378074.1,17,BOC
NM_031946.7,17,AGAP3
NM_024562.2,17,TANGO6
NM_002380.5,17,MATN2
NM_014640.5,17,TTLL4
NM_003579.4,17,RAD54L
NM_032208.3,17,ANTXR1
NM_001145290.2,17,SLC37A2
NM_130806.5,17,RXFP2
NM_018650.5,17,MARK1
NM_001142556.2,17,HMMR
NM_005246.4,17,FER
NM_006642.5,17,SDCCAG8
NM_001369268.1,17,ACAN
NM_173081.5,17,ARMC3
NM_001037283.2,17,EIF3B
NM_025150.5,17,TARS2
NM_022900.5,17,CASD1
NM_207189.4,17,BRDT
NM_001080448.3,17,EPHA6
NM_001172774.2,17,DPY19L3
NM_001386140.1,17,MTTP
NM_003299.3,17,HSP90B1
NM_001282597.3,17,CTNNA2
NM_015124.5,17,GRAMD4
NM_001078645.3,17,CDC16
NM_032627.5,17,SSBP4
NM_015341.5,17,NCAPH
NM_020960.5,17,GPR107
NM_017771.5,17,PXK
NM_002005.4,17,FES
NM_014813.3,17,LRIG2
NM_015462.5,17,NOL11
NM_053043.3,17,RBM33
NM_001199753.2,17,CPT1C
NM_022093.2,17,TNN
NM_015131.3,17,WDR43
NM_001290047.2,17,CECR2
NM_002740.6,17,PRKCI
NM_014055.4,17,IFT81
NM_020680.4,17,SCYL1
NM_024926.4,17,TTC26
NM_001351661.2,17,MACROD2
NM_018677.4,17,ACSS2
NM_012120.3,17,CD2AP
NM_005575.3,17,LNPEP
NM_001288718.2,17,STAT5A
NM_001008723.2,17,CFAP58
NM_024996.7,17,GFM1
NM_023928.5,17,AACS
NM_001358351.3,17,SEMA6D
NM_017975.5,17,ZWILCH
NM_002689.4,17,POLA2
NM_013255.5,17,MKLN1
NM_033388.2,17,ATG16L2
NM_014636.3,17,RALGPS1
NM_000180.4,17,GUCY2D
NM_004186.5,17,SEMA3F
NM_001376131.1,17,BTBD8
NM_014742.4,17,TM9SF4
NM_022835.3,17,PLEKHG2
NM_016121.5,17,KCTD3
NM_004540.5,17,NCAM2
NM_003667.4,17,LGR5
NM_052832.4,17,SLC26A7
NM_152419.3,17,HGSNAT
NM_018034.4,17,WDR70
NM_001037442.4,17,RUFY3
NM_001349232.2,17,ATG7
NM_000063.6,17,C2
NM_001017403.2,17,LGR6
NM_004703.6,17,RABEP1
NM_020879.3,17,CCDC146
NM_002894.3,17,RBBP8
NM_000175.5,17,GPI
NM_024612.5,17,DHX40
NM_025158.5,17,RUFY1
NM_004726.3,17,REPS2
NM_014444.5,17,TUBGCP4
NM_001141947.3,17,CCDC66
NM_173569.4,17,UBN2
NM_002739.5,17,PRKCG
NM_014972.3,17,TCF25
NM_004592.4,17,SFSWAP
NM_001040694.2,17,INCENP
NM_024809.5,17,TCTN2
NM_030973.4,17,MED25
NM_014612.5,17,FAM120A
NM_014694.4,17,ADAMTSL2
NM_000188.3,17,HK1
NM_030803.7,17,ATG16L1
NM_032485.6,17,MCM8
NM_016207.4,17,CPSF3
NM_018078.4,17,LARP1B
NM_006180.6,17,NTRK2
NM_007357.3,17,COG2
NM_001007157.2,17,PHF14
NM_001105079.3,17,FBRS
NM_006345.4,17,SLC30A9
NM_001098.3,17,ACO2
NM_018957.6,17,SH3BP1
NM_004398.4,17,DDX10
NM_003504.5,17,CDC45
NM_001128918.3,17,MARK3
NM_001351601.3,17,INTS6L
NM_001024924.2,17,EXOC1
NM_001710.6,17,CFB
NM_001112726.3,17,CEP170B
NM_001003891.3,17,MED15
NM_017673.7,17,SWT1
NM_017629.4,17,AGO4
NM_002744.6,17,PRKCZ
NM_021807.4,17,EXOC4
NM_018341.3,17,ERMARD
NM_031449.4,17,ZMIZ2
NM_000527.5,17,LDLR
NM_032222.3,17,MINDY4
NM_014049.5,17,ACAD9
NM_153710.5,17,STKLD1
NM_000587.4,17,C7
NM_213594.3,17,RFX4
NM_001369769.2,17,KIFC2
NM_172217.5,17,IL16
NM_021634.4,17,RXFP1
NM_017577.5,17,GRAMD1C
NM_030917.4,17,FIP1L1
NM_000610.4,17,CD44
NM_001037131.3,17,AGAP1
NM_177980.4,17,CDH26
NM_001146213.3,16,TBC1D15
NM_032131.6,16,ARMC2
NM_018706.7,16,DHTKD1
NM_024077.5,16,SECISBP2
NM_014855.3,16,AP5Z1
NM_001291303.3,16,FAT4
NM_020902.2,16,CAMSAP3
NM_024824.5,16,ZC3H14
NM_001376852.1,16,TMEM181
NM_001018072.2,16,BTBD11
NM_020840.3,16,FNIP2
NM_000142.5,16,FGFR3
NM_144604.4,16,ZC3H18
NM_017554.3,16,PARP14
NM_001330442.2,16,MTA3
NM_003942.3,16,RPS6KA4
NM_001130445.3,16,ITPRID2
NM_024420.3,16,PLA2G4A
NM_033364.4,16,CFAP91
NM_001289162.2,16,DRC7
NM_002737.3,16,PRKCA
NM_032383.5,16,HPS3
NM_001284236.3,16,ZFYVE16
NM_018986.5,16,SH3TC1
NM_015650.4,16,TRAF3IP1
NM_001079514.3,16,UBN1
NM_001164473.3,16,FNBP1L
NM_014870.4,16,ZBTB40
NM_005762.3,16,TRIM28
NM_018122.5,16,DARS2
NM_017988.6,16,SCYL2
NM_022131.3,16,CLSTN2
NM_006785.4,16,MALT1
NM_021729.6,16,VPS11
NM_019023.5,16,PRMT7
NM_006254.4,16,PRKCD
NM_005243.4,16,EWSR1
NM_033540.3,16,MFN1
NM_006810.4,16,PDIA5
NM_002024.6,16,FMR1
NM_014874.4,16,MFN2
NM_018967.5,16,SNTG1
NM_004800.3,16,TM9SF2
NM_006621.7,16,AHCYL1
NM_001378743.1,16,CYLD
NM_005839.4,16,SRRM1
NM_018242.3,16,SLC47A1
NM_001370298.3,16,FGD4
NM_001063.4,16,TF
NM_003872.3,16,NRP2
NM_015358.3,16,MORC3
NM_015246.4,16,MGRN1
NM_022132.5,16,MCCC2
NM_015331.3,16,NCSTN
NM_006770.4,16,MARCO
NM_001379110.1,16,SLC9A6
NM_022114.4,16,PRDM16
NM_006346.4,16,PIBF1
NM_004213.5,16,SLC28A1
NM_016436.5,16,PHF20
NM_004660.5,16,DDX3Y
NM_021627.3,16,SENP2
NM_144999.4,16,LRRC45
NM_004799.4,16,ZFYVE9
NM_024529.5,16,CDC73
NM_152713.5,16,STT3A
NM_001204424.2,16,RGS6
NM_020689.4,16,SLC24A3
NM_004212.4,16,SLC28A2
NM_014516.4,16,CNOT3
NM_017727.5,16,TMEM214
NM_001007525.5,16,NWD1
NM_001382000.1,16,CCDC144A
NM_005499.3,16,UBA2
NM_018142.4,16,INTS10
NM_145038.5,16,DRC1
NM_018968.4,16,SNTG2
NM_001297654.2,16,DDR1
NM_003119.4,16,SPG7
NM_015336.4,16,ZDHHC17
NM_002940.3,16,ABCE1
NM_014938.6,16,MLXIP
NM_001199085.3,16,TDRD5
NM_001134438.2,16,PHLDB2
NM_022827.4,16,SPATA20
NM_207421.4,16,PADI6
NM_080872.4,16,UNC5D
NM_005087.4,16,FXR1
NM_006486.3,16,FBLN1
NM_013365.5,16,GGA1
NM_022749.7,16,FHIP2B
NM_015577.3,16,RAI14
NM_001346311.2,16,ATG13
NM_001366544.2,16,IRAG2
NM_213647.3,16,FGFR4
NM_001048201.3,16,UHRF1
NM_017990.5,16,PDPR
NM_021927.3,16,GUF1
NM_170744.5,16,UNC5B
NM_153329.4,16,ALDH16A1
NM_019028.3,16,ZDHHC13
NM_001905.4,16,CTPS1
NM_194449.4,16,PHLPP1
NM_033100.4,16,CDHR1
NM_015533.4,16,TKFC
NM_001143688.3,16,DIS3L
NM_024649.5,16,BBS1
NM_022742.5,16,CCDC136
NM_001903.5,16,CTNNA1
NM_020526.5,16,EPHA8
NM_015328.4,16,AHCYL2
NM_203499.3,16,DDX42
NM_012341.3,16,GTPBP4
NM_013302.5,16,EEF2K
NM_006447.3,16,USP16
NM_014008.5,16,CCDC22
NM_001761.3,16,CCNF
NM_001142276.2,16,APLP2
NM_002047.4,16,GARS1
NM_002951.5,16,RPN2
NM_016441.3,16,CRIM1
NM_005546.4,16,ITK
NM_006108.4,16,SPON1
NM_002738.7,16,PRKCB
NM_001142807.4,16,ACOXL
NM_013392.4,16,NRBP1
NM_000358.3,16,TGFBI
NM_001286581.2,16,PHRF1
NM_020940.4,16,FHIP2A
NM_001093771.3,16,TXNRD1
NM_001368397.1,16,FRMPD4
NM_014791.4,16,MELK
NM_003999.3,16,OSMR
NM_019032.6,16,ADAMTSL4
NM_002945.5,16,RPA1
NM_014946.4,16,SPAST
NM_001330691.3,16,CEP78
NM_207396.3,16,RNF207
NM_002529.4,16,NTRK1
NM_031480.3,16,RIOK1
NM_005233.6,16,EPHA3
NM_001378.3,16,DYNC1I2
NM_001356.5,16,DDX3X
NM_014868.5,16,RNF10
NM_001199867.2,16,MARK4
NM_024682.3,16,TBC1D17
NM_153646.4,16,SLC24A4
NM_130443.4,16,DPP3
NM_001024807.3,16,APLP1
NM_021115.5,16,SEZ6L
NM_001323289.2,16,CDKL5
NM_001004019.2,16,FBLN2
NM_001130142.2,16,VWA5A
NM_031488.5,16,L3MBTL2
NM_007188.5,15,ABCB8
NM_001377329.1,15,PLEKHG7
NM_004526.4,15,MCM2
NM_017799.4,15,TMEM260
NM_006187.4,15,OAS3
NM_004443.4,15,EPHB3
NM_133338.3,15,RAD17
NM_031921.6,15,ATAD3B
NM_001042618.2,15,PARP2
NM_152494.4,15,DCST1
NM_001206744.2,15,TPO
NM_001377996.1,15,PPEF1
NM_001297719.2,15,ARNTL
NM_001040260.4,15,DCLK2
NM_015214.3,15,DDHD2
NM_005823.6,15,MSLN
NM_052879.5,15,LARP4
NM_032830.3,15,UTP4
NM_032787.3,15,ADGRG7
NM_003907.3,15,EIF2B5
NM_016233.2,15,PADI3
NM_178563.4,15,AGBL3
NM_000251.3,15,MSH2
NM_021873.4,15,CDC25B
NM_033386.4,15,MICALL1
NM_000817.3,15,GAD1
NM_024800.5,15,NEK11
NM_001135638.2,15,PIP5K1A
NM_018177.6,15,N4BP2
NM_004312.3,15,ARR3
NM_021956.5,15,GRIK2
NM_003875.3,15,GMPS
NM_006431.3,15,CCT2
NM_001166347.2,15,SLC26A11
NM_080546.5,15,SLC44A1
NM_001253.4,15,CDC5L
NM_001387690.1,15,KATNAL2
NM_006739.4,15,MCM5
NM_005968.5,15,HNRNPM
NM_001288990.3,15,TSNAXIP1
NM_006182.4,15,DDR2
NM_002979.5,15,SCP2
NM_000921.5,15,PDE3A
NM_004441.5,15,EPHB1
NM_013358.3,15,PADI1
NM_001083536.2,15,FGD3
NM_006024.7,15,TAX1BP1
NM_024560.4,15,ACSS3
NM_000078.3,15,CETP
NM_147161.4,15,ACOT11
NM_005151.4,15,USP14
NM_001199.4,15,BMP1
NM_024083.4,15,ASPSCR1
NM_015266.3,15,SLC9A8
NM_015460.4,15,MYRIP
NM_001001520.3,15,HDGFL2
NM_182628.3,15,CFAP100
NM_001033578.3,15,SGK3
NM_014264.5,15,PLK4
NM_000218.3,15,KCNQ1
NM_002600.4,15,PDE4B
NM_001042646.3,15,TRAK1
NM_001170535.3,15,ATAD3A
NM_001376342.1,15,ZC3H11A
NM_018665.3,15,DDX43
NM_000922.4,15,PDE3B
NM_003672.4,15,CDC14A
NM_003193.5,15,TBCE
NM_001198533.2,15,OXR1
NM_014491.4,15,FOXP2
NM_002697.4,15,POU2F1
NM_032172.3,15,USP42
NM_018264.4,15,TYW1
NM_004445.6,15,EPHB6
NM_032129.3,15,PLEKHN1
NM_007348.4,15,ATF6
NM_000408.5,15,GPD2
NM_014236.4,15,GNPAT
NM_002314.4,15,LIMK1
NM_198892.2,15,BMP2K
NM_006245.4,15,PPP2R5D
NM_152896.3,15,UHRF2
NM_001143986.2,15,TLE6
NM_012455.3,15,PSD4
NM_153480.2,15,IL17RE
NM_198173.3,15,GRHL3
NM_182519.3,15,BPIFB4
NM_005788.4,15,PRMT3
NM_001510.4,15,GRID2
NM_001135556.2,15,DYNC1I1
NM_001130173.2,15,MYB
NM_178509.6,15,STXBP4
NM_015693.4,15,INTU
NM_001430.5,15,EPAS1
NM_182982.3,15,GRK4
NM_014140.4,15,SMARCAL1
NM_182746.3,15,MCM4
NM_145207.3,15,SPATA5
NM_001353345.2,15,SETD1B
NM_005385.4,15,NKTR
NM_000048.4,15,ASL
NM_005734.5,15,HIPK3
NM_002410.5,15,MGAT5
NM_198182.3,15,GRHL1
NM_005188.4,15,CBL
NM_002401.5,15,MAP3K3
NM_001080419.3,15,UNK
NM_015355.4,15,SUZ12
NM_033028.5,15,BBS4
NM_024532.5,15,SPAG16
NM_015060.3,15,AVL9
NM_012330.4,15,KAT6B
NM_015056.3,15,RRP1B
NM_025149.6,15,ACSF2
NM_000827.4,15,GRIA1
NM_025087.3,15,CWH43
NM_001794.5,15,CDH4
NM_014615.5,15,GSE1
NM_005231.4,15,CTTN
NM_030877.5,15,CTNNBL1
NM_153811.3,15,SLC38A6
NM_022736.4,15,MFSD1
NM_014089.4,15,NUP58
NM_001112706.3,15,SCIN
NM_001134366.2,15,GAD2
NM_004044.7,15,ATIC
NM_001080464.3,15,ASPG
NM_001289104.2,15,PRKCSH
NM_001308147.2,15,PLEKHG3
NM_017935.5,15,BANK1
NM_004674.5,15,ASH2L
NM_001944.3,15,DSG3
NM_001145451.5,15,ARHGEF33
NM_152988.3,15,SPPL2B
NM_000829.4,15,GRIA4
NM_199141.2,15,CARM1
NM_001012426.2,15,FOXP4
NM_139215.3,15,TAF15
NM_024915.4,15,GRHL2
NM_177986.5,15,DSG4
NM_001139488.2,15,RASGRP3
NM_173558.4,15,FGD2
NM_001142327.2,15,DMTF1
NM_004211.5,15,SLC6A5
NM_144633.3,15,KCNH8
NM_020212.2,15,WDR93
NM_000268.4,15,NF2
NM_005308.3,15,GRK5
NM_016230.4,15,CYB5R4
NM_001369598.1,15,ST7
NM_021151.4,15,CROT
NM_014290.3,15,TDRD7
NM_198252.3,15,GSN
NM_012387.3,15,PADI4
NM_001306144.3,15,MTMR1
NM_005569.4,15,LIMK2
NM_001003722.2,15,GLE1
NM_001793.6,15,CDH3
NM_024847.4,15,TMC7
NM_025128.5,15,MUS81
NM_025187.5,15,PHAF1
NM_001162530.2,15,SH3D21
NM_001039724.4,15,NOSTRIN
NM_014681.6,15,DHX34
NM_006101.3,15,NDC80
NM_178862.3,15,STT3B
NM_017691.5,15,LRRC49
NM_004360.5,15,CDH1
NM_022902.5,15,SLC30A5
NM_017449.5,15,EPHB2
NM_024505.4,15,NOX5
NM_003388.5,15,CLIP2
NM_138780.3,15,SYTL5
NM_016339.6,15,RAPGEFL1
